Id,SalePrice
1752,123430.875
1753,138633.2
1754,200732.9
1755,166753.77
1756,142945.36
1757,122422.086
1758,145616.78
1759,163341.39
1760,168388.23
1761,134810.88
1762,175751.53
1763,184331.36
1764,118979.695
1765,158500.14
1766,175436.48
1767,212895.19
1768,147004.64
1769,177685.2
1770,142084.05
1771,136086.42
1772,137735.52
1773,128791.24
1774,132125.97
1775,136944.05
1776,129262.305
1777,114113.836
1778,145127.33
1779,121051.48
1780,172974.64
1781,137922.4
1782,93811.234
1783,131043.086
1784,99909.92
1785,123772.0
1786,142118.16
1787,170785.67
1788,50758.18
1789,101965.78
1790,81941.11
1791,172652.69
1792,151662.27
1793,124662.36
1794,150812.86
1795,134082.44
1796,121434.07
1797,118484.96
1798,125225.6
1799,115418.836
1800,148582.4
1801,128423.23
1802,145618.75
1803,145811.44
1804,138740.02
1805,137515.0
1806,111717.33
1807,128099.34
1808,118835.58
1809,116442.445
1810,147878.39
1811,102309.36
1812,99136.805
1813,123463.086
1814,104666.85
1815,48186.805
1816,102624.9
1817,113520.37
1818,133094.55
1819,115168.43
1820,33280.934
1821,98237.1
1822,156778.42
1823,43204.07
1824,134361.64
1825,127988.15
1826,103748.45
1827,104574.19
1828,140448.9
1829,101937.305
1830,138495.02
1831,169953.4
1832,71143.484
1833,127305.53
1834,120391.82
1835,139077.78
1836,120796.664
1837,96929.4
1838,124012.76
1839,89974.39
1840,170198.69
1841,149863.12
1842,72659.96
1843,125655.78
1844,145291.05
1845,138757.08
1846,156045.08
1847,170261.72
1848,54371.504
1849,118340.25
1850,118960.64
1851,154873.38
1852,130643.09
1853,129655.66
1854,166328.28
1855,138270.67
1856,217075.62
1857,162227.42
1858,136080.9
1859,122065.38
1860,153935.53
1861,120906.77
1862,287932.38
1863,280720.84
1864,280720.84
1865,331685.8
1866,327485.34
1867,229979.66
1868,297313.12
1869,200484.97
1870,231048.73
1871,252218.58
1872,169984.11
1873,226112.62
1874,146764.47
1875,206729.4
1876,194907.92
1877,214542.61
1878,207618.52
1879,136527.4
1880,131501.16
1881,236162.36
1882,238911.86
1883,191365.28
1884,209769.11
1885,252141.05
1886,300954.72
1887,206208.47
1888,273044.6
1889,157629.83
1890,131068.67
1891,139234.1
1892,105578.73
1893,132444.66
1894,128421.9
1895,132217.9
1896,127006.47
1897,106039.47
1898,106463.77
1899,158760.4
1900,154122.89
1901,185298.97
1902,148790.27
1903,234082.1
1904,151449.95
1905,196745.14
1906,191197.33
1907,202143.34
1908,114324.3
1909,142619.2
1910,126447.67
1911,220653.0
1912,295879.34
1913,143108.89
1914,63437.78
1915,328672.25
1916,48627.566
1917,257494.44
1918,138623.28
1919,160682.25
1920,122694.49
1921,378669.56
1922,337233.62
1923,219492.56
1924,200958.19
1925,207892.55
1926,376065.7
1927,136930.8
1928,146710.06
1929,124868.48
1930,131137.78
1931,138516.39
1932,132676.47
1933,181117.66
1934,185332.61
1935,170154.2
1936,191458.52
1937,185371.02
1938,170009.42
1939,266920.03
1940,181486.1
1941,174993.6
1942,192617.36
1943,208387.81
1944,351024.7
1945,393254.94
1946,135589.48
1947,366622.66
1948,195371.33
1949,246022.75
1950,174101.11
1951,242789.62
1952,210185.42
1953,172113.45
1954,194820.94
1955,124671.82
1956,284622.44
1957,153913.27
1958,312959.84
1959,132203.75
1960,118693.02
1961,120958.31
1962,95508.06
1963,101599.01
1964,116083.984
1965,145836.81
1966,143793.17
1967,290236.06
1968,360808.16
1969,372054.62
1970,363132.88
1971,364177.97
1972,360836.56
1973,258063.86
1974,322734.6
1975,318325.94
1976,271685.8
1977,324452.1
1978,330515.0
1979,330141.9
1980,196484.4
1981,354030.44
1982,228587.55
1983,217294.97
1984,166742.55
1985,215114.5
1986,213494.88
1987,176559.23
1988,176051.42
1989,187925.14
1990,219979.08
1991,253865.25
1992,210252.67
1993,166613.77
1994,237917.53
1995,180531.45
1996,254251.53
1997,300767.66
1998,318757.66
1999,260166.48
2000,311844.75
2001,262670.2
2002,241476.44
2003,261111.69
2004,262561.2
2005,212517.27
2006,238187.14
2007,249827.36
2008,221702.08
2009,195201.83
2010,188601.27
2011,143188.69
2012,176049.92
2013,180448.92
2014,190362.27
2015,201815.39
2016,194470.4
2017,198582.06
2018,127282.46
2019,136030.03
2020,108900.52
2021,112038.336
2022,187681.47
2023,145785.14
2024,245575.53
2025,315225.53
2026,167062.89
2027,148046.53
2028,154134.38
2029,173515.06
2030,293462.38
2031,232305.92
2032,256262.77
2033,256367.11
2034,166437.23
2035,211790.78
2036,189124.14
2037,198624.03
2038,300468.3
2039,220595.88
2040,293318.53
2041,287115.7
2042,194313.08
2043,174128.95
2044,171473.31
2045,212169.34
2046,135662.48
2047,146101.52
2048,136364.88
2049,133809.2
2050,185292.5
2051,111886.29
2052,129816.805
2053,146054.72
2054,80870.45
2055,163160.16
2056,138996.94
2057,116795.77
2058,220737.47
2059,129873.14
2060,167381.27
2061,180671.25
2062,134624.22
2063,111521.16
2064,144294.95
2065,120959.35
2066,169031.95
2067,117785.586
2068,120624.85
2069,82979.07
2070,110485.625
2071,89301.3
2072,112445.836
2073,137420.58
2074,181068.0
2075,147847.48
2076,124533.63
2077,153841.06
2078,131103.61
2079,133254.39
2080,113946.68
2081,123591.18
2082,127550.16
2083,145108.42
2084,112741.21
2085,124361.26
2086,123249.76
2087,116495.04
2088,101738.74
2089,77458.18
2090,126337.97
2091,126479.18
2092,129069.9
2093,126633.734
2094,130635.78
2095,155636.78
2096,78211.83
2097,102961.24
2098,148701.19
2099,56896.453
2100,83002.75
2101,136088.4
2102,126393.3
2103,96170.35
2104,124080.03
2105,127737.31
2106,63571.668
2107,237794.34
2108,114945.12
2109,115785.68
2110,133178.53
2111,138551.73
2112,145224.23
2113,122425.19
2114,105860.414
2115,158617.22
2116,119788.97
2117,148998.92
2118,119647.25
2119,101955.07
2120,120509.805
2121,103722.31
2122,108831.48
2123,86654.61
2124,177018.22
2125,119872.23
2126,156499.02
2127,141657.3
2128,121772.66
2129,100509.42
2130,137063.8
2131,145869.98
2132,112117.27
2133,125005.49
2134,122507.96
2135,95721.34
2136,63074.09
2137,113850.13
2138,131680.1
2139,159827.0
2140,144544.67
2141,145162.19
2142,125764.625
2143,146178.31
2144,115934.58
2145,138982.6
2146,168809.52
2147,123602.78
2148,126477.99
2149,140739.3
2150,224772.31
2151,124860.59
2152,182237.64
2153,173249.22
2154,111062.67
2155,133916.52
2156,262404.94
2157,227657.58
2158,237587.06
2159,223377.61
2160,173797.2
2161,242315.23
2162,302744.3
2163,351665.97
2164,234338.86
2165,183128.08
2166,150470.67
2167,226039.02
2168,204891.55
2169,193746.28
2170,224404.08
2171,143790.34
2172,127886.73
2173,169444.27
2174,238744.47
2175,310948.44
2176,338097.72
2177,250130.23
2178,198700.94
2179,140335.06
2180,201462.58
2181,186478.66
2182,227329.12
2183,195628.28
2184,130925.625
2185,111406.016
2186,140923.47
2187,157063.22
2188,158969.33
2189,208261.36
2190,83698.27
2191,82938.28
2192,100288.63
2193,102832.49
2194,101288.586
2195,109338.805
2196,100923.54
2197,117526.07
2198,159587.78
2199,178011.4
2200,147563.98
2201,151327.14
2202,210012.53
2203,154010.23
2204,212995.42
2205,116393.98
2206,155693.58
2207,213187.28
2208,264001.16
2209,203570.88
2210,127447.51
2211,118226.04
2212,119237.805
2213,110177.49
2214,114644.484
2215,108019.01
2216,148799.3
2217,95391.17
2218,55362.03
2219,70019.3
2220,60705.332
2221,329389.22
2222,271714.34
2223,286929.72
2224,205888.52
2225,115009.13
2226,181973.12
2227,191302.83
2228,275454.06
2229,245180.05
2230,158268.05
2231,204768.22
2232,176101.83
2233,164981.77
2234,241250.5
2235,220916.61
2236,287144.84
2237,345053.6
2238,205525.72
2239,105080.8
2240,157432.61
2241,168292.25
2242,125275.05
2243,121365.95
2244,101117.54
2245,107678.43
2246,146362.9
2247,104558.78
2248,130042.23
2249,126869.01
2250,129993.84
2251,113656.33
2252,167153.94
2253,164105.52
2254,177851.08
2255,189232.05
2256,183164.8
2257,211573.05
2258,167525.23
2259,178204.7
2260,170842.72
2261,182717.73
2262,207344.95
2263,348971.8
2264,361519.78
2265,175521.67
2266,329508.56
2267,324180.38
2268,392036.97
2269,146499.61
2270,175920.73
2271,229050.17
2272,191087.5
2273,161363.23
2274,175341.31
2275,170378.5
2276,182584.39
2277,181263.95
2278,148210.0
2279,136498.16
2280,127305.414
2281,166728.3
2282,181606.08
2283,102781.56
2284,113684.93
2285,143746.58
2286,125445.414
2287,347353.47
2288,277323.8
2289,352751.22
2290,382108.4
2291,314755.4
2292,383537.3
2293,371049.06
2294,352932.66
2295,366307.6
2296,274762.03
2297,300071.28
2298,298695.03
2299,327953.9
2300,328284.4
2301,278724.1
2302,239790.14
2303,253296.4
2304,264203.2
2305,181262.06
2306,179149.47
2307,187569.95
2308,221441.2
2309,280387.9
2310,216682.36
2311,204444.78
2312,172099.05
2313,173558.67
2314,167457.47
2315,179429.39
2316,189230.31
2317,187387.83
2318,179914.23
2319,174828.6
2320,199640.77
2321,246489.36
2322,173127.47
2323,185156.48
2324,176979.05
2325,209855.77
2326,170308.92
2327,215156.2
2328,232888.47
2329,191368.64
2330,181483.58
2331,331554.38
2332,344443.38
2333,324447.56
2334,263288.1
2335,249980.02
2336,327662.94
2337,221467.7
2338,277522.16
2339,221772.16
2340,376205.2
2341,202146.9
2342,231734.38
2343,221774.7
2344,234036.11
2345,258307.03
2346,223956.62
2347,210059.56
2348,232986.61
2349,175635.86
2350,279574.62
2351,263119.94
2352,256569.66
2353,240698.17
2354,138936.52
2355,155294.06
2356,152126.5
2357,199003.78
2358,190249.95
2359,131072.95
2360,118033.17
2361,143253.42
2362,272604.25
2363,140484.83
2364,152676.45
2365,212324.98
2366,188156.0
2367,228144.97
2368,213871.81
2369,222786.8
2370,175845.36
2371,173340.52
2372,198830.28
2373,285904.5
2374,312079.47
2375,266046.28
2376,272252.03
2377,325934.12
2378,136688.95
2379,205772.11
2380,144877.12
2381,165473.73
2382,196708.36
2383,202579.97
2384,238184.1
2385,161925.03
2386,132793.45
2387,136980.11
2388,91921.25
2389,123328.766
2390,147280.72
2391,141764.95
2392,116058.41
2393,165912.22
2394,149057.31
2395,210375.56
2396,143316.1
2397,221358.12
2398,132476.08
2399,61986.406
2400,55392.395
2401,110669.875
2402,142174.44
2403,132284.22
2404,142524.39
2405,163801.89
2406,140334.33
2407,132921.39
2408,139504.69
2409,120919.266
2410,161625.95
2411,121351.71
2412,155471.23
2413,136475.69
2414,142379.56
2415,136798.72
2416,131509.38
2417,137204.95
2418,132540.53
2419,136222.28
2420,129650.55
2421,152674.86
2422,111273.07
2423,128911.055
2424,151599.02
2425,189633.6
2426,133760.64
2427,140896.0
2428,178850.94
2429,115921.914
2430,132763.8
2431,115306.305
2432,145911.39
2433,152385.12
2434,143621.55
2435,144801.7
2436,105794.41
2437,112939.586
2438,127147.48
2439,104961.55
2440,121132.016
2441,100231.984
2442,100346.49
2443,113033.95
2444,117015.32
2445,80071.625
2446,125972.4
2447,187066.97
2448,130550.65
2449,97459.61
2450,140106.3
2451,120200.54
2452,219444.03
2453,91584.625
2454,129050.46
2455,121903.01
2456,143284.89
2457,130339.0
2458,115609.6
2459,108873.516
2460,148242.0
2461,115830.28
2462,141693.39
2463,128419.32
2464,161539.45
2465,131871.88
2466,108321.09
2467,149022.81
2468,71068.83
2469,70898.39
2470,178682.67
2471,217225.89
2472,147735.02
2473,127717.266
2474,72881.49
2475,220125.42
2476,115594.9
2477,129995.18
2478,145895.47
2479,118594.88
2480,151590.03
2481,122830.484
2482,126228.336
2483,115659.57
2484,122504.03
2485,125335.65
2486,158920.89
2487,183867.8
2488,158456.7
2489,149279.0
2490,155997.92
2491,88968.414
2492,179073.45
2493,132146.25
2494,150349.34
2495,83094.4
2496,231664.92
2497,147564.5
2498,110996.85
2499,89619.445
2500,124680.91
2501,142373.9
2502,150425.69
2503,88335.91
2504,172074.02
2505,226558.23
2506,257205.0
2507,328629.16
2508,253077.56
2509,209625.39
2510,221518.3
2511,178373.64
2512,207758.6
2513,211161.2
2514,246180.48
2515,151942.08
2516,168184.16
2517,142584.52
2518,151695.6
2519,226838.86
2520,197683.62
2521,187218.34
2522,220615.4
2523,121670.14
2524,137095.88
2525,143436.52
2526,134707.98
2527,110798.2
2528,126937.21
2529,144721.58
2530,119195.32
2531,263554.3
2532,228587.75
2533,195678.38
2534,233446.95
2535,307268.5
2536,236953.52
2537,227103.31
2538,176384.06
2539,186654.64
2540,175963.03
2541,176324.36
2542,167160.77
2543,131879.06
2544,130403.66
2545,127631.08
2546,135341.61
2547,143439.56
2548,154223.0
2549,158565.84
2550,221254.92
2551,140476.36
2552,128937.01
2553,75189.88
2554,110663.62
2555,120684.25
2556,105855.65
2557,112607.43
2558,177434.39
2559,130639.05
2560,143435.42
2561,156194.56
2562,128555.75
2563,145703.9
2564,188936.03
2565,148542.06
2566,180080.11
2567,129515.51
2568,208173.94
2569,211124.38
2570,123881.875
2571,189275.78
2572,167742.73
2573,212334.97
2574,275885.44
2575,139059.3
2576,123097.17
2577,163889.95
2578,83990.5
2579,64283.04
2580,120246.42
2581,100219.34
2582,100693.26
2583,275044.34
2584,154325.12
2585,172336.73
2586,210557.47
2587,195205.92
2588,155567.92
2589,149059.53
2590,212597.88
2591,213912.1
2592,215210.47
2593,263786.56
2594,170184.94
2595,201961.36
2596,325129.5
2597,184874.6
2598,283469.66
2599,305899.7
2600,195020.56
2601,152074.17
2602,76858.93
2603,96505.125
2604,88583.45
2605,64472.15
2606,144187.06
2607,182576.69
2608,188728.95
2609,172223.66
2610,118245.67
2611,117809.125
2612,150523.89
2613,133061.4
2614,125727.8
2615,157478.31
2616,144411.9
2617,157318.47
2618,207181.89
2619,191999.55
2620,188490.9
2621,179602.8
2622,183185.1
2623,251757.14
2624,297016.62
2625,340436.75
2626,170941.14
2627,170327.61
2628,405530.56
2629,389031.8
2630,364494.66
2631,379032.2
2632,361560.1
2633,343027.38
2634,371765.34
2635,155218.64
2636,174027.97
2637,178963.28
2638,266524.7
2639,189460.69
2640,152453.36
2641,109220.06
2642,191695.61
2643,105956.12
2644,126861.41
2645,100979.625
2646,92265.77
2647,101904.64
2648,145616.78
2649,145783.66
2650,142771.66
2651,145369.55
2652,346881.6
2653,252606.5
2654,243633.7
2655,380889.22
2656,294954.66
2657,327017.56
2658,277466.7
2659,312854.9
2660,329257.0
2661,348095.16
2662,319235.2
2663,298993.75
2664,268777.1
2665,327412.8
2666,294573.53
2667,165947.53
2668,180336.38
2669,177224.0
2670,283548.94
2671,182917.17
2672,187774.48
2673,206465.88
2674,207842.64
2675,170642.23
2676,183128.53
2677,197984.9
2678,259129.11
2679,282025.22
2680,287352.4
2681,359234.7
2682,318907.16
2683,377396.6
2684,324077.1
2685,314304.0
2686,252602.14
2687,312929.28
2688,225055.19
2689,206963.9
2690,370950.2
2691,191483.33
2692,135531.19
2693,197447.83
2694,137952.22
2695,186446.22
2696,180006.36
2697,188187.67
2698,188313.55
2699,171684.67
2700,155396.25
2701,131262.12
2702,112905.93
2703,127360.17
2704,136465.55
2705,121315.445
2706,121305.766
2707,128512.94
2708,139621.9
2709,116443.695
2710,130030.7
2711,305673.47
2712,335360.88
2713,170449.86
2714,149429.86
2715,170702.11
2716,148965.42
2717,190905.67
2718,238163.55
2719,160958.7
2720,171635.44
2721,135397.67
2722,159231.08
2723,146879.08
2724,132594.89
2725,134572.81
2726,146064.84
2727,175142.2
2728,165301.28
2729,144143.34
2730,143368.73
2731,134644.23
2732,125268.52
2733,155897.14
2734,147737.7
2735,138889.84
2736,141523.64
2737,127563.41
2738,132273.55
2739,164212.08
2740,141114.67
2741,150318.83
2742,152479.47
2743,147236.66
2744,160437.53
2745,142720.27
2746,142994.86
2747,151605.39
2748,120500.53
2749,131098.48
2750,138928.47
2751,143208.77
2752,214053.39
2753,150444.3
2754,207400.53
2755,121664.91
2756,100135.57
2757,65248.53
2758,81547.125
2759,157049.95
2760,123201.34
2761,138431.36
2762,146219.02
2763,181866.02
2764,141044.36
2765,295159.25
2766,141502.23
2767,90774.51
2768,131846.81
2769,140710.7
2770,143371.6
2771,112752.484
2772,116465.3
2773,162488.98
2774,136380.4
2775,128939.52
2776,142172.69
2777,146920.5
2778,115305.94
2779,124068.16
2780,91321.47
2781,99371.96
2782,88243.41
2783,107192.8
2784,124925.016
2785,129422.89
2786,71978.73
2787,120807.164
2788,71282.09
2789,202546.14
2790,97174.45
2791,114469.305
2792,38588.09
2793,185405.83
2794,98444.55
2795,119438.25
2796,99668.45
2797,194644.56
2798,118620.68
2799,112960.79
2800,59445.445
2801,110982.39
2802,136317.94
2803,185403.16
2804,144886.4
2805,106083.664
2806,76712.54
2807,155003.38
2808,146591.19
2809,133154.98
2810,133536.8
2811,151980.89
2812,151772.44
2813,178998.89
2814,150228.42
2815,105264.945
2816,241144.6
2817,152844.1
2818,127394.67
2819,174111.61
2820,137026.55
2821,108117.51
2822,199817.42
2823,248860.5
2824,185217.84
2825,161521.86
2826,131145.72
2827,136591.5
2828,221650.61
2829,186454.5
2830,241201.92
2831,174818.69
2832,248781.56
2833,285399.97
2834,212922.45
2835,217523.58
2836,185270.9
2837,153410.66
2838,157169.95
2839,177664.86
2840,202487.31
2841,207848.72
2842,217804.44
2843,149555.27
2844,142349.84
2845,123610.46
2846,208797.62
2847,205691.36
2848,212091.48
2849,204588.53
2850,270186.88
2851,221050.03
2852,238728.8
2853,240575.16
2854,143190.73
2855,207603.6
2856,202047.48
2857,181707.9
2858,211088.75
2859,122772.24
2860,129652.54
2861,127348.375
2862,192094.48
2863,117209.88
2864,255918.25
2865,141963.84
2866,135469.92
2867,99254.01
2868,87368.01
2869,111187.04
2870,122109.02
2871,80328.0
2872,46044.215
2873,100957.64
2874,151227.58
2875,111870.81
2876,160062.95
2877,143337.03
2878,172380.72
2879,136449.97
2880,104021.41
2881,157582.89
2882,176248.83
2883,185464.81
2884,203451.11
2885,194474.19
2886,232255.47
2887,100143.01
2888,140707.4
2889,52553.516
2890,86030.71
2891,128685.45
2892,44698.734
2893,93236.42
2894,51600.332
2895,310788.28
2896,294739.38
2897,209007.55
2898,145935.5
2899,223849.02
2900,161982.11
2901,220854.95
2902,187732.05
2903,341175.8
2904,335364.53
2905,90600.5
2906,206206.06
2907,115288.47
2908,133576.61
2909,139689.36
2910,78642.47
2911,76479.74
2912,147813.16
2913,74954.27
2914,71827.16
2915,78393.125
2916,68023.625
2917,154057.66
2918,119013.234
2919,226550.94
